h3_id,segment,hour_bucket,Week_part,overall_index,volume_index
8943a02235bffff,Potential Car Buyers,Morning,Weekend,19.837,0.0124288
8943a02235bffff,Potential Car Buyers,Night,Weekday,18.994,0.011997
8943a02235bffff,Potential Car Buyers,Night,Weekend,24.794,0.0156604
8943a02235bffff,Potential Car Buyers,Noon,Weekday,12.844,0.007897
8943a02235bffff,Potential Car Buyers,Noon,Weekend,8.82,0.00542311
8943a02235bffff,Potential Car Buyers,Other,Weekday,6.913,0.003943
8943a02235bffff,Potential Car Buyers,Other,Weekend,5.353,0.003053
8943a0223a3ffff,Families,After noon,Weekday,26.863,0.017243
8943a0223a3ffff,Families,After noon,Weekend,23.153,0.0148617
8943a0223a3ffff,Families,Morning,Weekday,13.717,0.008479
8943a0223a3ffff,Families,Morning,Weekend,11.224,0.00693791
8943a0223a3ffff,Families,Night,Weekday,26.128,0.016753
8943a0223a3ffff,Families,Night,Weekend,16.383,0.0105048
8943a0223a3ffff,Families,Noon,Weekday,29.503,0.019003
8943a0223a3ffff,Families,Noon,Weekend,40.285,0.0259477
8943a0223a3ffff,Families,Other,Weekday,14.047,0.008699
8943a0223a3ffff,Families,Other,Weekend,12.808,0.0079317
8943a0223a3ffff,HNWI,After noon,Weekday,12.418,0.007613
8943a0223a3ffff,HNWI,After noon,Weekend,9.223,0.00565451
8943a0223a3ffff,HNWI,Morning,Weekday,14.899,0.009267
8943a0223a3ffff,HNWI,Morning,Weekend,21.54,0.0133977
8943a0223a3ffff,HNWI,Night,Weekday,11.683,0.007123
8943a0223a3ffff,HNWI,Night,Weekend,13.436,0.0081915
8943a0223a3ffff,HNWI,Noon,Weekday,11.149,0.006767
8943a0223a3ffff,HNWI,Noon,Weekend,14.08,0.00854613
8943a0223a3ffff,HNWI,Other,Weekday,29.602,0.019069
8943a0223a3ffff,HNWI,Other,Weekend,34.768,0.0223971
8943a0223a3ffff,Potential Car Buyers,After noon,Weekday,9.457,0.005639
8943a0223a3ffff,Potential Car Buyers,After noon,Weekend,12.076,0.00720076
8943a0223a3ffff,Potential Car Buyers,Morning,Weekday,6.322,0.003549
8943a0223a3ffff,Potential Car Buyers,Morning,Weekend,8.156,0.00457836
8943a0223a3ffff,Potential Car Buyers,Night,Weekday,24.349,0.015567
8943a0223a3ffff,Potential Car Buyers,Night,Weekend,20.746,0.0132633
8943a0223a3ffff,Potential Car Buyers,Noon,Weekday,2.572,0.001049
8943a0223a3ffff,Potential Car Buyers,Noon,Weekend,1.732,0.000706469
8943a0223a3ffff,Potential Car Buyers,Other,Weekday,12.268,0.007513
8943a0223a3ffff,Potential Car Buyers,Other,Weekend,13.901,0.00851307
8943a022507ffff,Families,After noon,Weekday,24.823,0.015883
8943a022507ffff,Families,After noon,Weekend,22.874,0.0146357
8943a022507ffff,Families,Morning,Weekday,2.152,0.000769
8943a022507ffff,Families,Morning,Weekend,1.907,0.00068128
8943a022507ffff,Families,Night,Weekday,28.936,0.018625
8943a022507ffff,Families,Night,Weekend,22.58,0.0145339
8943a022507ffff,Families,Noon,Weekday,28.402,0.018269
8943a022507ffff,Families,Noon,Weekend,32.364,0.0208176
8943a022507ffff,Families,Other,Weekday,16.855,0.010571
8943a022507ffff,Families,Other,Weekend,12.43,0.00779546
8943a022507ffff,HNWI,After noon,Weekday,20.842,0.013229
8943a022507ffff,HNWI,After noon,Weekend,11.829,0.00750839
8943a022507ffff,HNWI,Morning,Weekday,23.323,0.014883
8943a022507ffff,HNWI,Morning,Weekend,30.398,0.0193975
8943a022507ffff,HNWI,Night,Weekday,10.582,0.006389
8943a022507ffff,HNWI,Night,Weekend,12.522,0.00756016
8943a022507ffff,HNWI,Noon,Weekday,19.573,0.012383
8943a022507ffff,HNWI,Noon,Weekend,20.291,0.0128373
8943a022507ffff,HNWI,Other,Weekday,23.653,0.015103
8943a022507ffff,HNWI,Other,Weekend,26.323,0.0168077
8943a022507ffff,Potential Car Buyers,After noon,Weekday,19.786,0.012525
8943a022507ffff,Potential Car Buyers,After noon,Weekend,22.38,0.0141671
8943a022507ffff,Potential Car Buyers,Morning,Weekday,27.115,0.017411
8943a022507ffff,Potential Car Buyers,Morning,Weekend,33.429,0.0214652
8943a022507ffff,Potential Car Buyers,Night,Weekday,19.051,0.012035
8943a022507ffff,Potential Car Buyers,Night,Weekend,15.266,0.00964394
8943a022507ffff,Potential Car Buyers,Noon,Weekday,2.89,0.001261
8943a022507ffff,Potential Car Buyers,Noon,Weekend,2.92,0.00127419
8943a022507ffff,Potential Car Buyers,Other,Weekday,6.97,0.003981
8943a022507ffff,Potential Car Buyers,Other,Weekend,4.436,0.00253364
8943a0228a3ffff,Families,After noon,Weekday,29.17,0.018781
8943a0228a3ffff,Families,After noon,Weekend,31.435,0.0202392
8943a0228a3ffff,Families,Morning,Weekday,1.651,0.000435
8943a0228a3ffff,Families,Morning,Weekend,1.914,0.000504308
8943a0228a3ffff,Families,Night,Weekday,28.435,0.018291
8943a0228a3ffff,Families,Night,Weekend,28.495,0.0183298
8943a0228a3ffff,Families,Noon,Weekday,22.285,0.014191
8943a0228a3ffff,Families,Noon,Weekend,27.153,0.0172906
8943a0228a3ffff,Families,Other,Weekday,16.354,0.010237
8943a0228a3ffff,Families,Other,Weekend,13.892,0.0086957
8943a0228a3ffff,HNWI,After noon,Weekday,14.725,0.009151
8943a0228a3ffff,HNWI,After noon,Weekend,17.809,0.0110677
8943a0228a3ffff,HNWI,Morning,Weekday,22.054,0.014037
8943a0228a3ffff,HNWI,Morning,Weekend,12.418,0.00790388
8943a0228a3ffff,HNWI,Night,Weekday,4.465,0.002311
8943a0228a3ffff,HNWI,Night,Weekend,4.76,0.0024638
8943a0228a3ffff,HNWI,Noon,Weekday,13.456,0.008305
8943a0228a3ffff,HNWI,Noon,Weekend,15.442,0.00953065
8943a0228a3ffff,HNWI,Other,Weekday,22.384,0.014257
8943a0228a3ffff,HNWI,Other,Weekend,24.642,0.0156953
8943a0228a3ffff,Potential Car Buyers,After noon,Weekday,21.775,0.013851
8943a0228a3ffff,Potential Car Buyers,After noon,Weekend,28.148,0.0179049
8943a0228a3ffff,Potential Car Buyers,Morning,Weekday,29.104,0.018737
8943a0228a3ffff,Potential Car Buyers,Morning,Weekend,34.749,0.0223713
8943a0228a3ffff,Potential Car Buyers,Night,Weekday,26.656,0.017105
8943a0228a3ffff,Potential Car Buyers,Night,Weekend,25.01,0.016049
8943a0228a3ffff,Potential Car Buyers,Noon,Weekday,20.506,0.013005
8943a0228a3ffff,Potential Car Buyers,Noon,Weekend,26.656,0.0169052
8943a0228a3ffff,Potential Car Buyers,Other,Weekday,14.575,0.009051
8943a0228a3ffff,Potential Car Buyers,Other,Weekend,17.669,0.0109722
8943a022a87ffff,Families,After noon,Weekday,5.368,0.002913
8943a022a87ffff,Families,After noon,Weekend,6.238,0.00338514
8943a022a87ffff,Families,Morning,Weekday,12.697,0.007799
8943a022a87ffff,Families,Morning,Weekend,7.423,0.00455933
8943a022a87ffff,Families,Night,Weekday,4.633,0.002423
8943a022a87ffff,Families,Night,Weekend,4.167,0.00217921
8943a022a87ffff,Families,Noon,Weekday,8.947,0.005299
8943a022a87ffff,Families,Noon,Weekend,12.707,0.00752583
8943a022a87ffff,Families,Other,Weekday,22.552,0.014369
8943a022a87ffff,Families,Other,Weekend,18.396,0.0117212
8943a022a87ffff,HNWI,After noon,Weekday,1.387,0.000259
8943a022a87ffff,HNWI,After noon,Weekend,1.897,0.000354221
8943a022a87ffff,HNWI,Morning,Weekday,3.868,0.001913
8943a022a87ffff,HNWI,Morning,Weekend,3.596,0.00177863
8943a022a87ffff,HNWI,Night,Weekday,16.279,0.010187
8943a022a87ffff,HNWI,Night,Weekend,18.643,0.0116663
8943a022a87ffff,HNWI,Noon,Weekday,24.502,0.015669
8943a022a87ffff,HNWI,Noon,Weekend,19.611,0.0125413
8943a022a87ffff,HNWI,Other,Weekday,4.198,0.002133
8943a022a87ffff,HNWI,Other,Weekend,5.979,0.00303774
8943a022a87ffff,Potential Car Buyers,After noon,Weekday,8.437,0.004959
8943a022a87ffff,Potential Car Buyers,After noon,Weekend,7.122,0.00418613
8943a022a87ffff,Potential Car Buyers,Morning,Weekday,15.766,0.009845
8943a022a87ffff,Potential Car Buyers,Morning,Weekend,15.599,0.00974045
8943a022a87ffff,Potential Car Buyers,Night,Weekday,7.702,0.004469
8943a022a87ffff,Potential Car Buyers,Night,Weekend,10.691,0.0062032
8943a022a87ffff,Potential Car Buyers,Noon,Weekday,7.168,0.004113
8943a022a87ffff,Potential Car Buyers,Noon,Weekend,8.819,0.00506047
8943a022a87ffff,Potential Car Buyers,Other,Weekday,25.621,0.016415
8943a022a87ffff,Potential Car Buyers,Other,Weekend,33.967,0.0217619
8943a022aabffff,Families,After noon,Weekday,27.496,0.017665
8943a022aabffff,Families,After noon,Weekend,21.976,0.0141186
8943a022aabffff,Families,Morning,Weekday,29.209,0.018807
8943a022aabffff,Families,Morning,Weekend,27.365,0.0176194
8943a022aabffff,Families,Night,Weekday,1.609,0.000407
8943a022aabffff,Families,Night,Weekend,1.882,0.000475957
8943a022aabffff,Families,Noon,Weekday,4.984,0.002657
8943a022aabffff,Families,Noon,Weekend,4.382,0.00233629
8943a022aabffff,Families,Other,Weekday,19.528,0.012353
8943a022aabffff,Families,Other,Weekend,12.51,0.0079138
8943a022aabffff,HNWI,After noon,Weekday,6.664,0.003777
8943a022aabffff,HNWI,After noon,Weekend,3.739,0.00211916
8943a022aabffff,HNWI,Morning,Weekday,8.377,0.004919
8943a022aabffff,HNWI,Morning,Weekend,10.486,0.00615731
8943a022aabffff,HNWI,Night,Weekday,26.404,0.016937
8943a022aabffff,HNWI,Night,Weekend,17.135,0.0109911
8943a022aabffff,HNWI,Noon,Weekday,29.779,0.019187
8943a022aabffff,HNWI,Noon,Weekend,26.458,0.0170471
8943a022aabffff,HNWI,Other,Weekday,14.323,0.008883
8943a022aabffff,HNWI,Other,Weekend,11.567,0.00717352
8943a022aabffff,Potential Car Buyers,After noon,Weekday,24.949,0.015967
8943a022aabffff,Potential Car Buyers,After noon,Weekend,29.581,0.0189311
8943a022aabffff,Potential Car Buyers,Morning,Weekday,27.43,0.017621
8943a022aabffff,Potential Car Buyers,Morning,Weekend,37.304,0.0239638
8943a022aabffff,Potential Car Buyers,Night,Weekday,29.83,0.019221
8943a022aabffff,Potential Car Buyers,Night,Weekend,20.184,0.0130058
8943a022aabffff,Potential Car Buyers,Noon,Weekday,8.053,0.004703
8943a022aabffff,Potential Car Buyers,Noon,Weekend,10.388,0.0060668
8943a022aabffff,Potential Car Buyers,Other,Weekday,12.133,0.007423
8943a022aabffff,Potential Car Buyers,Other,Weekend,16.967,0.0103802
8943a022acfffff,Families,After noon,Weekday,6.658,0.003773
8943a022acfffff,Families,After noon,Weekend,4.238,0.00240143
8943a022acfffff,Families,Morning,Weekday,23.512,0.015009
8943a022acfffff,Families,Morning,Weekend,21.121,0.0134824
8943a022acfffff,Families,Night,Weekday,5.923,0.003283
8943a022acfffff,Families,Night,Weekend,7.611,0.00421886
8943a022acfffff,Families,Noon,Weekday,14.914,0.009277
8943a022acfffff,Families,Noon,Weekend,19.976,0.012426
8943a022acfffff,Families,Other,Weekday,23.842,0.015229
8943a022acfffff,Families,Other,Weekend,26.787,0.0171104
8943a022acfffff,HNWI,After noon,Weekday,27.829,0.017887
8943a022acfffff,HNWI,After noon,Weekend,20.254,0.0130179
8943a022acfffff,HNWI,Morning,Weekday,5.158,0.002773
8943a022acfffff,HNWI,Morning,Weekend,6.191,0.00332832
8943a022acfffff,HNWI,Night,Weekday,27.094,0.017397
8943a022acfffff,HNWI,Night,Weekend,31.093,0.0199651
8943a022acfffff,HNWI,Noon,Weekday,20.944,0.013297
8943a022acfffff,HNWI,Noon,Weekend,24.195,0.0153613
8943a022acfffff,HNWI,Other,Weekday,15.013,0.009343
8943a022acfffff,HNWI,Other,Weekend,12.397,0.00771483
8943a022acfffff,Potential Car Buyers,After noon,Weekday,4.879,0.002587
8943a022acfffff,Potential Car Buyers,After noon,Weekend,7.05,0.00373819
8943a022acfffff,Potential Car Buyers,Morning,Weekday,21.733,0.013823
8943a022acfffff,Potential Car Buyers,Morning,Weekend,13.375,0.00850672
8943a022acfffff,Potential Car Buyers,Night,Weekday,4.144,0.002097
8943a022acfffff,Potential Car Buyers,Night,Weekend,4.657,0.00235669
8943a022acfffff,Potential Car Buyers,Noon,Weekday,17.983,0.011323
8943a022acfffff,Potential Car Buyers,Noon,Weekend,23.286,0.0146621
8943a022acfffff,Potential Car Buyers,Other,Weekday,22.063,0.014043
8943a022acfffff,Potential Car Buyers,Other,Weekend,16.835,0.0107153
8943a022c0fffff,Families,After noon,Weekday,25.03,0.016021
8943a022c0fffff,Families,After noon,Weekend,22.847,0.0146236
8943a022c0fffff,Families,Morning,Weekday,2.359,0.000907
8943a022c0fffff,Families,Morning,Weekend,2.285,0.000878624
8943a022c0fffff,Families,Night,Weekday,20.386,0.012925
8943a022c0fffff,Families,Night,Weekend,14.815,0.00939312
8943a022c0fffff,Families,Noon,Weekday,23.761,0.015175
8943a022c0fffff,Families,Noon,Weekend,21.841,0.0139486
8943a022c0fffff,Families,Other,Weekday,8.305,0.004871
8943a022c0fffff,Families,Other,Weekend,10.717,0.00628563
8943a022c0fffff,HNWI,After noon,Weekday,6.676,0.003785
8943a022c0fffff,HNWI,After noon,Weekend,4.112,0.00233146
8943a022c0fffff,HNWI,Morning,Weekday,23.53,0.015021
8943a022c0fffff,HNWI,Morning,Weekend,31.928,0.020382
8943a022c0fffff,HNWI,Night,Weekday,5.941,0.003295
8943a022c0fffff,HNWI,Night,Weekend,7.505,0.00416219
8943a022c0fffff,HNWI,Noon,Weekday,19.78,0.012521
8943a022c0fffff,HNWI,Noon,Weekend,14.826,0.00938511
8943a022c0fffff,HNWI,Other,Weekday,23.86,0.015241
8943a022c0fffff,HNWI,Other,Weekend,24.287,0.0155139
8943a022c0fffff,Potential Car Buyers,After noon,Weekday,10.102,0.006069
8943a022c0fffff,Potential Car Buyers,After noon,Weekend,7.95,0.00477614
8943a022c0fffff,Potential Car Buyers,Morning,Weekday,17.431,0.010955
8943a022c0fffff,Potential Car Buyers,Morning,Weekend,19.16,0.0120419
8943a022c0fffff,Potential Car Buyers,Night,Weekday,9.367,0.005579
8943a022c0fffff,Potential Car Buyers,Night,Weekend,13.484,0.00803085
8943a022c0fffff,Potential Car Buyers,Noon,Weekday,13.681,0.008455
8943a022c0fffff,Potential Car Buyers,Noon,Weekend,14.977,0.00925604
8943a022c0fffff,Potential Car Buyers,Other,Weekday,27.286,0.017525
8943a022c0fffff,Potential Car Buyers,Other,Weekend,18.633,0.0119673
8943a022cc3ffff,Families,After noon,Weekday,1.651,0.000435
8943a022cc3ffff,Families,After noon,Weekend,1.864,0.000491187
8943a022cc3ffff,Families,Morning,Weekday,8.98,0.005321
8943a022cc3ffff,Families,Morning,Weekend,8.331,0.00493669
8943a022cc3ffff,Families,Night,Weekday,11.38,0.006921
8943a022cc3ffff,Families,Night,Weekend,15.512,0.00943394
8943a022cc3ffff,Families,Noon,Weekday,5.23,0.002821
8943a022cc3ffff,Families,Noon,Weekend,4.549,0.00245369
8943a022cc3ffff,Families,Other,Weekday,14.926,0.009285
8943a022cc3ffff,Families,Other,Weekend,20.007,0.012446
8943a022cc3ffff,HNWI,After noon,Weekday,13.297,0.008199
8943a022cc3ffff,HNWI,After noon,Weekend,14.018,0.00864374
8943a022cc3ffff,HNWI,Morning,Weekday,30.151,0.019435
8943a022cc3ffff,HNWI,Morning,Weekend,17.886,0.0115293
8943a022cc3ffff,HNWI,Night,Weekday,12.562,0.007709
8943a022cc3ffff,HNWI,Night,Weekend,13.287,0.00815386
8943a022cc3ffff,HNWI,Noon,Weekday,26.401,0.016935
8943a022cc3ffff,HNWI,Noon,Weekend,19.192,0.012311
8943a022cc3ffff,HNWI,Other,Weekday,30.481,0.019655
8943a022cc3ffff,HNWI,Other,Weekend,23.923,0.0154262
8943a022cc3ffff,Potential Car Buyers,After noon,Weekday,4.72,0.002481
8943a022cc3ffff,Potential Car Buyers,After noon,Weekend,5.667,0.00297897
8943a022cc3ffff,Potential Car Buyers,Morning,Weekday,12.049,0.007367
8943a022cc3ffff,Potential Car Buyers,Morning,Weekend,6.74,0.00412125
8943a022cc3ffff,Potential Car Buyers,Night,Weekday,3.985,0.001991
8943a022cc3ffff,Potential Car Buyers,Night,Weekend,4.739,0.00236786
8943a022cc3ffff,Potential Car Buyers,Noon,Weekday,3.451,0.001635
8943a022cc3ffff,Potential Car Buyers,Noon,Weekend,4.295,0.00203492
8943a022cc3ffff,Potential Car Buyers,Other,Weekday,21.904,0.013937
8943a022cc3ffff,Potential Car Buyers,Other,Weekend,28.195,0.0179401
8943a022e1bffff,Families,After noon,Weekday,26.407,0.016939
8943a022e1bffff,Families,After noon,Weekend,29.68,0.0190382
8943a022e1bffff,Families,Morning,Weekday,3.736,0.001825
8943a022e1bffff,Families,Morning,Weekend,2.868,0.00140123
8943a022e1bffff,Families,Night,Weekday,25.672,0.016449
8943a022e1bffff,Families,Night,Weekend,19.238,0.0123267
8943a022e1bffff,Families,Noon,Weekday,29.986,0.019325
8943a022e1bffff,Families,Noon,Weekend,30.224,0.0194785
8943a022e1bffff,Families,Other,Weekday,13.591,0.008395
8943a022e1bffff,Families,Other,Weekend,18.784,0.0116028
8943a022e1bffff,HNWI,After noon,Weekday,22.426,0.014285
8943a022e1bffff,HNWI,After noon,Weekend,15.811,0.0100715
8943a022e1bffff,HNWI,Morning,Weekday,24.907,0.015939
8943a022e1bffff,HNWI,Morning,Weekend,19.153,0.0122568
8943a022e1bffff,HNWI,Night,Weekday,7.318,0.004213
8943a022e1bffff,HNWI,Night,Weekend,10.293,0.00592563
8943a022e1bffff,HNWI,Noon,Weekday,15.541,0.009695
8943a022e1bffff,HNWI,Noon,Weekend,9.811,0.00612059
8943a022e1bffff,HNWI,Other,Weekday,25.237,0.016159
8943a022e1bffff,HNWI,Other,Weekend,21.111,0.0135171
8943a022e1bffff,Potential Car Buyers,After noon,Weekday,21.37,0.013581
8943a022e1bffff,Potential Car Buyers,After noon,Weekend,18.495,0.0117539
8943a022e1bffff,Potential Car Buyers,Morning,Weekday,28.699,0.018467
8943a022e1bffff,Potential Car Buyers,Morning,Weekend,34.478,0.0221854
8943a022e1bffff,Potential Car Buyers,Night,Weekday,20.635,0.013091
8943a022e1bffff,Potential Car Buyers,Night,Weekend,19.559,0.0124085
8943a022e1bffff,Potential Car Buyers,Noon,Weekday,28.858,0.018573
8943a022e1bffff,Potential Car Buyers,Noon,Weekend,24.576,0.0158173
8943a022e1bffff,Potential Car Buyers,Other,Weekday,8.554,0.005037
8943a022e1bffff,Potential Car Buyers,Other,Weekend,8.839,0.00520482
8943a022e73ffff,Families,After noon,Weekday,19.795,0.012531
8943a022e73ffff,Families,After noon,Weekend,27.846,0.0176275
8943a022e73ffff,Families,Morning,Weekday,27.124,0.017417
8943a022e73ffff,Families,Morning,Weekend,37.355,0.0239864
8943a022e73ffff,Families,Night,Weekday,23.908,0.015273
8943a022e73ffff,Families,Night,Weekend,27.359,0.0174776
8943a022e73ffff,Families,Noon,Weekday,2.899,0.001267
8943a022e73ffff,Families,Noon,Weekend,3.032,0.001325
8943a022e73ffff,Families,Other,Weekday,6.979,0.003987
8943a022e73ffff,Families,Other,Weekend,9.412,0.0053767
8943a022e73ffff,HNWI,After noon,Weekday,15.814,0.009877
8943a022e73ffff,HNWI,After noon,Weekend,16.672,0.0104127
8943a022e73ffff,HNWI,Morning,Weekday,12.679,0.007787
8943a022e73ffff,HNWI,Morning,Weekend,17.794,0.0109282
8943a022e73ffff,HNWI,Night,Weekday,15.079,0.009387
8943a022e73ffff,HNWI,Night,Weekend,12.191,0.00758908
8943a022e73ffff,HNWI,Noon,Weekday,8.929,0.005287
8943a022e73ffff,HNWI,Noon,Weekend,8.243,0.00488071
8943a022e73ffff,HNWI,Other,Weekday,18.625,0.011751
8943a022e73ffff,HNWI,Other,Weekend,15.705,0.00990848
8943a022e73ffff,Potential Car Buyers,After noon,Weekday,22.864,0.014577
8943a022e73ffff,Potential Car Buyers,After noon,Weekend,30.221,0.0192673
8943a022e73ffff,Potential Car Buyers,Morning,Weekday,30.193,0.019463
8943a022e73ffff,Potential Car Buyers,Morning,Weekend,26.233,0.0169106
8943a022e73ffff,Potential Car Buyers,Night,Weekday,22.129,0.014087
8943a022e73ffff,Potential Car Buyers,Night,Weekend,26.783,0.0170497
8943a022e73ffff,Potential Car Buyers,Noon,Weekday,25.504,0.016337
8943a022e73ffff,Potential Car Buyers,Noon,Weekend,15.757,0.0100937
8943a022e73ffff,Potential Car Buyers,Other,Weekday,10.048,0.006033
8943a022e73ffff,Potential Car Buyers,Other,Weekend,12.686,0.00761667
8943a022ecfffff,Families,After noon,Weekday,3.073,0.001383
8943a022ecfffff,Families,After noon,Weekend,2.296,0.00103315
8943a022ecfffff,Families,Morning,Weekday,5.554,0.003037
8943a022ecfffff,Families,Morning,Weekend,5.93,0.00324268
8943a022ecfffff,Families,Night,Weekday,17.965,0.011311
8943a022ecfffff,Families,Night,Weekend,23.768,0.0149648
8943a022ecfffff,Families,Noon,Weekday,26.188,0.016793
8943a022ecfffff,Families,Noon,Weekend,15.41,0.00988154
8943a022ecfffff,Families,Other,Weekday,5.884,0.003257
8943a022ecfffff,Families,Other,Weekend,3.324,0.00183993
8943a022ecfffff,HNWI,After noon,Weekday,10.522,0.006349
8943a022ecfffff,HNWI,After noon,Weekend,13.021,0.00785714
8943a022ecfffff,HNWI,Morning,Weekday,17.851,0.011235
8943a022ecfffff,HNWI,Morning,Weekend,11.821,0.00743958
8943a022ecfffff,HNWI,Night,Weekday,30.262,0.019509
8943a022ecfffff,HNWI,Night,Weekend,25.075,0.0161651
8943a022ecfffff,HNWI,Noon,Weekday,9.253,0.005503
8943a022ecfffff,HNWI,Noon,Weekend,9.668,0.00574988
8943a022ecfffff,HNWI,Other,Weekday,18.181,0.011455
8943a022ecfffff,HNWI,Other,Weekend,15.726,0.00990808
8943a022ecfffff,Potential Car Buyers,After noon,Weekday,4.423,0.002283
8943a022ecfffff,Potential Car Buyers,After noon,Weekend,4.333,0.00223631
8943a022ecfffff,Potential Car Buyers,Morning,Weekday,11.752,0.007169
8943a022ecfffff,Potential Car Buyers,Morning,Weekend,12.767,0.00778812
8943a022ecfffff,Potential Car Buyers,Night,Weekday,3.688,0.001793
8943a022ecfffff,Potential Car Buyers,Night,Weekend,5.336,0.0025941
8943a022ecfffff,Potential Car Buyers,Noon,Weekday,17.527,0.011019
8943a022ecfffff,Potential Car Buyers,Noon,Weekend,19.752,0.0124179
8943a022ecfffff,Potential Car Buyers,Other,Weekday,21.607,0.013739
8943a022ecfffff,Potential Car Buyers,Other,Weekend,14.244,0.00905722
8943a022ed3ffff,Families,After noon,Weekday,14.11,0.008741
8943a022ed3ffff,Families,After noon,Weekend,16.898,0.0104678
8943a022ed3ffff,Families,Morning,Weekday,21.439,0.013627
8943a022ed3ffff,Families,Morning,Weekend,26.748,0.0170012
8943a022ed3ffff,Families,Night,Weekday,13.375,0.008251
8943a022ed3ffff,Families,Night,Weekend,17.858,0.0110166
8943a022ed3ffff,Families,Noon,Weekday,27.214,0.017477
8943a022ed3ffff,Families,Noon,Weekend,17.146,0.0110111
8943a022ed3ffff,Families,Other,Weekday,1.294,0.000197
8943a022ed3ffff,Families,Other,Weekend,0.833,0.000126863
8943a022ed3ffff,HNWI,After noon,Weekday,15.172,0.009449
8943a022ed3ffff,HNWI,After noon,Weekend,14.157,0.00881681
8943a022ed3ffff,HNWI,Morning,Weekday,22.501,0.014335
8943a022ed3ffff,HNWI,Morning,Weekend,26.828,0.0170919
8943a022ed3ffff,HNWI,Night,Weekday,14.437,0.008959
8943a022ed3ffff,HNWI,Night,Weekend,10.511,0.00652243
8943a022ed3ffff,HNWI,Noon,Weekday,13.903,0.008603
8943a022ed3ffff,HNWI,Noon,Weekend,8.208,0.00507882
8943a022ed3ffff,HNWI,Other,Weekday,2.356,0.000905
8943a022ed3ffff,HNWI,Other,Weekend,3.269,0.00125587
8943a022ed3ffff,Potential Car Buyers,After noon,Weekday,18.598,0.011733
8943a022ed3ffff,Potential Car Buyers,After noon,Weekend,15.755,0.0099393
8943a022ed3ffff,Potential Car Buyers,Morning,Weekday,25.927,0.016619
8943a022ed3ffff,Potential Car Buyers,Morning,Weekend,34.702,0.0222436
8943a022ed3ffff,Potential Car Buyers,Night,Weekday,8.338,0.004893
8943a022ed3ffff,Potential Car Buyers,Night,Weekend,9.092,0.00533529
8943a022ed3ffff,Potential Car Buyers,Noon,Weekday,11.713,0.007143
8943a022ed3ffff,Potential Car Buyers,Noon,Weekend,6.827,0.00416337
8943a022ed3ffff,Potential Car Buyers,Other,Weekday,26.257,0.016839
8943a022ed3ffff,Potential Car Buyers,Other,Weekend,25.878,0.0165962
8943a02311bffff,Families,After noon,Weekday,2.815,0.001211
8943a02311bffff,Families,After noon,Weekend,1.89,0.000813119
8943a02311bffff,Families,Morning,Weekday,10.144,0.006097
8943a02311bffff,Families,Morning,Weekend,13.898,0.00835306
8943a02311bffff,Families,Night,Weekday,2.08,0.000721
8943a02311bffff,Families,Night,Weekend,2.518,0.000872979
8943a02311bffff,Families,Noon,Weekday,15.919,0.009947
8943a02311bffff,Families,Noon,Weekend,15.889,0.00992825
8943a02311bffff,Families,Other,Weekday,19.999,0.012667
8943a02311bffff,Families,Other,Weekend,19.321,0.0122377
8943a02311bffff,HNWI,After noon,Weekday,11.983,0.007323
8943a02311bffff,HNWI,After noon,Weekend,15.05,0.0091971
8943a02311bffff,HNWI,Morning,Weekday,19.312,0.012209
8943a02311bffff,HNWI,Morning,Weekend,22.327,0.0141153
8943a02311bffff,HNWI,Night,Weekday,1.723,0.000483
8943a02311bffff,HNWI,Night,Weekend,2.328,0.000652627
8943a02311bffff,HNWI,Noon,Weekday,10.714,0.006477
8943a02311bffff,HNWI,Noon,Weekend,12.902,0.00779986
8943a02311bffff,HNWI,Other,Weekday,19.642,0.012429
8943a02311bffff,HNWI,Other,Weekend,27.76,0.0175658
8943a02311bffff,Potential Car Buyers,After noon,Weekday,12.151,0.007435
8943a02311bffff,Potential Car Buyers,After noon,Weekend,7.009,0.0042885
8943a02311bffff,Potential Car Buyers,Morning,Weekday,14.632,0.009089
8943a02311bffff,Potential Car Buyers,Morning,Weekend,20.943,0.013009
8943a02311bffff,Potential Car Buyers,Night,Weekday,27.043,0.017363
8943a02311bffff,Potential Car Buyers,Night,Weekend,23.33,0.014979
8943a02311bffff,Potential Car Buyers,Noon,Weekday,5.266,0.002845
8943a02311bffff,Potential Car Buyers,Noon,Weekend,5.085,0.00274695
8943a02311bffff,Potential Car Buyers,Other,Weekday,14.962,0.009309
8943a02311bffff,Potential Car Buyers,Other,Weekend,11.919,0.00741574
8943a02312fffff,Families,After noon,Weekday,2.896,0.001265
8943a02312fffff,Families,After noon,Weekend,1.869,0.000816302
8943a02312fffff,Families,Morning,Weekday,10.225,0.006151
8943a02312fffff,Families,Morning,Weekend,6.874,0.00413501
8943a02312fffff,Families,Night,Weekday,12.625,0.007751
8943a02312fffff,Families,Night,Weekend,13.753,0.00844351
8943a02312fffff,Families,Noon,Weekday,16.0,0.010001
8943a02312fffff,Families,Noon,Weekend,8.835,0.00552214
8943a02312fffff,Families,Other,Weekday,20.08,0.012721
8943a02312fffff,Families,Other,Weekend,28.164,0.0178426
8943a02312fffff,HNWI,After noon,Weekday,12.064,0.007377
8943a02312fffff,HNWI,After noon,Weekend,9.118,0.00557552
8943a02312fffff,HNWI,Morning,Weekday,19.393,0.012263
