h3_id,segment,hour_bucket,overall_index,volume_index,exclusivity_index
8943a02228bffff,Potential Car Buyers,22,12.770958,0.007948,0.638548
8943a02231bffff,Families,0,21.919344,0.014061,1.096009
8943a02231bffff,Families,2,21.559638,0.01383,1.078023
8943a02231bffff,Families,4,29.493015,0.01892,1.474707
8943a02231bffff,Families,6,13.87367,0.008463,0.693684
8943a02231bffff,Families,8,10.712704,0.006535,0.535635
8943a02231bffff,Families,10,8.267144,0.004823,0.413357
8943a02231bffff,Families,12,6.781887,0.003957,0.339094
8943a02231bffff,Families,14,7.90462,0.004702,0.395188
8943a02231bffff,Families,16,8.731707,0.005194,0.436538
8943a02231bffff,Families,18,15.358029,0.009516,0.767901
8943a02231bffff,Families,20,16.572463,0.010268,0.828623
8943a02231bffff,Families,22,13.178414,0.008165,0.658921
8943a02231bffff,HNWI,0,19.249188,0.01223,0.962459
8943a02231bffff,HNWI,2,22.679882,0.014409,1.133994
8943a02231bffff,HNWI,4,22.870016,0.01453,1.143501
8943a02231bffff,HNWI,6,22.947677,0.014568,1.147384
8943a02231bffff,HNWI,8,17.352555,0.011016,0.867628
8943a02231bffff,HNWI,10,17.424893,0.010941,0.871245
8943a02231bffff,HNWI,12,18.114542,0.011374,0.905727
8943a02231bffff,HNWI,14,3.558671,0.001789,0.177934
8943a02231bffff,HNWI,16,3.502603,0.001761,0.17513
8943a02231bffff,HNWI,18,7.315794,0.004333,0.365831
8943a02231bffff,HNWI,20,7.89839,0.004678,0.394964
8943a02231bffff,HNWI,22,9.553995,0.005658,0.477753
8943a02231bffff,Potential Car Buyers,0,17.314814,0.011005,0.865741
8943a02231bffff,Potential Car Buyers,2,19.274868,0.012251,0.963743
8943a02231bffff,Potential Car Buyers,4,21.137712,0.013435,1.056886
8943a02231bffff,Potential Car Buyers,6,23.913523,0.015187,1.195676
8943a02231bffff,Potential Car Buyers,8,19.033462,0.012088,0.951673
8943a02231bffff,Potential Car Buyers,10,11.425482,0.007008,0.571274
8943a02231bffff,Potential Car Buyers,12,12.777873,0.007837,0.638894
8943a02231bffff,Potential Car Buyers,14,3.820759,0.001946,0.191038
8943a02231bffff,Potential Car Buyers,16,4.32609,0.002203,0.216304
8943a02231bffff,Potential Car Buyers,18,3.642256,0.001734,0.182061
8943a02231bffff,Potential Car Buyers,20,3.134548,0.001492,0.156683
8943a02231bffff,Potential Car Buyers,22,4.06173,0.001934,0.203028
8943a02233bffff,Families,0,18.38889,0.011535,0.919444
8943a02233bffff,Families,2,20.073482,0.012592,1.003674
8943a02233bffff,Families,4,17.898621,0.011227,0.894931
8943a02233bffff,Families,6,2.380757,0.000866,0.119092
8943a02233bffff,Families,8,1.988043,0.000723,0.099447
8943a02233bffff,Families,10,20.013426,0.012759,1.000715
8943a02233bffff,Families,12,21.295387,0.013576,1.064816
8943a02233bffff,Families,14,32.891155,0.021191,1.644558
8943a02233bffff,Families,16,29.057493,0.018721,1.452875
8943a02233bffff,Families,18,26.890311,0.017309,1.344469
8943a02233bffff,Families,20,28.010716,0.01803,1.400487
8943a02233bffff,Families,22,30.334703,0.019526,1.516683
8943a02233bffff,HNWI,0,16.605243,0.010459,0.830262
8943a02233bffff,HNWI,2,18.513437,0.011661,0.925672
8943a02233bffff,HNWI,4,15.617423,0.009837,0.780871
8943a02233bffff,HNWI,6,18.239647,0.011476,0.911982
8943a02233bffff,HNWI,8,21.089731,0.013269,1.054487
8943a02233bffff,HNWI,10,16.702846,0.010341,0.835142
8943a02233bffff,HNWI,12,16.65888,0.010314,0.832944
8943a02233bffff,HNWI,14,16.855519,0.010502,0.842831
8943a02233bffff,HNWI,16,13.227893,0.008242,0.661438
8943a02233bffff,HNWI,18,4.37781,0.002337,0.218847
8943a02233bffff,HNWI,20,5.769816,0.00308,0.288433
8943a02233bffff,HNWI,22,4.739805,0.00253,0.236943
8943a02233bffff,Potential Car Buyers,0,13.466007,0.008385,0.673345
8943a02233bffff,Potential Car Buyers,2,14.259254,0.008878,0.71301
8943a02233bffff,Potential Car Buyers,4,15.741566,0.009801,0.78713
8943a02233bffff,Potential Car Buyers,6,26.593974,0.017132,1.329699
8943a02233bffff,Potential Car Buyers,8,32.96398,0.021236,1.648199
8943a02233bffff,Potential Car Buyers,10,20.986318,0.013327,1.049316
8943a02233bffff,Potential Car Buyers,12,19.155425,0.012165,0.957771
8943a02233bffff,Potential Car Buyers,14,28.53569,0.018344,1.426836
8943a02233bffff,Potential Car Buyers,16,23.517367,0.015118,1.17591
8943a02233bffff,Potential Car Buyers,18,28.5096,0.018309,1.42548
8943a02233bffff,Potential Car Buyers,20,30.014415,0.019275,1.500721
8943a02233bffff,Potential Car Buyers,22,30.027744,0.019284,1.501387
8943a02235bffff,Families,0,4.142294,0.002044,0.207115
8943a02235bffff,Families,2,4.051922,0.002,0.202596
8943a02235bffff,Families,4,4.525157,0.002233,0.226258
8943a02235bffff,Families,6,25.05771,0.01601,1.252833
8943a02235bffff,Families,8,28.188754,0.01801,1.409379
8943a02235bffff,Families,10,10.616041,0.006354,0.530748
8943a02235bffff,Families,12,8.448728,0.005057,0.422393
8943a02235bffff,Families,14,14.984171,0.009391,0.749209
8943a02235bffff,Families,16,15.889475,0.009958,0.794474
8943a02235bffff,Families,18,15.700776,0.009811,0.785088
8943a02235bffff,Families,20,18.047165,0.011277,0.902415
8943a02235bffff,Families,22,15.592805,0.009743,0.779689
8943a02235bffff,HNWI,0,8.167674,0.004894,0.408384
8943a02235bffff,HNWI,2,9.658846,0.005788,0.482942
8943a02235bffff,HNWI,4,11.054239,0.006624,0.552712
8943a02235bffff,HNWI,6,7.725582,0.004612,0.386279
8943a02235bffff,HNWI,8,9.386047,0.005603,0.469302
8943a02235bffff,HNWI,10,6.526304,0.003601,0.326315
8943a02235bffff,HNWI,12,4.669558,0.002577,0.233478
8943a02235bffff,HNWI,14,7.83209,0.004483,0.39166
8943a02235bffff,HNWI,16,8.14717,0.004664,0.407416
8943a02235bffff,HNWI,18,25.051753,0.015942,1.252645
8943a02235bffff,HNWI,20,19.579689,0.012459,0.979029
8943a02235bffff,HNWI,22,21.36485,0.013595,1.068291
8943a02235bffff,Potential Car Buyers,0,5.598217,0.003193,0.27987
8943a02235bffff,Potential Car Buyers,2,6.548408,0.003735,0.327373
8943a02235bffff,Potential Car Buyers,4,5.695068,0.003248,0.284712
8943a02235bffff,Potential Car Buyers,6,16.389396,0.010269,0.81947
8943a02235bffff,Potential Car Buyers,8,18.836513,0.011802,0.941826
8943a02235bffff,Potential Car Buyers,10,14.459647,0.00889,0.722982
8943a02235bffff,Potential Car Buyers,12,11.040189,0.006788,0.552009
8943a02235bffff,Potential Car Buyers,14,22.348617,0.014145,1.117487
8943a02235bffff,Potential Car Buyers,16,19.610626,0.012412,0.980581
8943a02235bffff,Potential Car Buyers,18,18.111159,0.011439,0.905558
8943a02235bffff,Potential Car Buyers,20,16.728586,0.010566,0.836429
8943a02235bffff,Potential Car Buyers,22,15.422748,0.009741,0.771137
8943a0223a3ffff,Families,0,12.057804,0.007467,0.602933
8943a0223a3ffff,Families,2,16.478395,0.010205,0.823978
8943a0223a3ffff,Families,4,15.627849,0.009678,0.781448
8943a0223a3ffff,Families,6,14.094492,0.008712,0.704776
8943a0223a3ffff,Families,8,12.599476,0.007788,0.63002
8943a0223a3ffff,Families,10,24.544726,0.015809,1.227195
8943a0223a3ffff,Families,12,28.973421,0.018662,1.448622
8943a0223a3ffff,Families,14,29.551449,0.018969,1.477627
8943a0223a3ffff,Families,16,22.845101,0.014664,1.142298
8943a0223a3ffff,Families,18,29.154406,0.018693,1.45772
8943a0223a3ffff,Families,20,29.702572,0.019045,1.485129
8943a0223a3ffff,Families,22,23.522777,0.015083,1.176139
8943a0223a3ffff,HNWI,0,30.644286,0.01974,1.532214
8943a0223a3ffff,HNWI,2,26.876248,0.017313,1.343812
8943a0223a3ffff,HNWI,4,31.190443,0.020092,1.559522
8943a0223a3ffff,HNWI,6,14.33403,0.008916,0.71675
8943a0223a3ffff,HNWI,8,15.947741,0.009919,0.797441
8943a0223a3ffff,HNWI,10,11.838566,0.007186,0.591981
8943a0223a3ffff,HNWI,12,10.203899,0.006193,0.510241
8943a0223a3ffff,HNWI,14,13.283535,0.008144,0.664177
8943a0223a3ffff,HNWI,16,10.668055,0.00654,0.533403
8943a0223a3ffff,HNWI,18,11.99739,0.007315,0.599921
8943a0223a3ffff,HNWI,20,10.221807,0.006232,0.511134
8943a0223a3ffff,HNWI,22,11.658232,0.007108,0.582961
8943a0223a3ffff,Potential Car Buyers,0,12.079686,0.007398,0.603984
8943a0223a3ffff,Potential Car Buyers,2,13.761506,0.008428,0.688075
8943a0223a3ffff,Potential Car Buyers,4,14.037536,0.008597,0.701877
8943a0223a3ffff,Potential Car Buyers,6,6.909567,0.003879,0.345478
8943a0223a3ffff,Potential Car Buyers,8,7.062306,0.003965,0.353115
8943a0223a3ffff,Potential Car Buyers,10,2.504691,0.001022,0.125235
8943a0223a3ffff,Potential Car Buyers,12,2.986529,0.001218,0.149326
8943a0223a3ffff,Potential Car Buyers,14,8.404152,0.005011,0.420163
8943a0223a3ffff,Potential Car Buyers,16,10.426721,0.006217,0.521281
8943a0223a3ffff,Potential Car Buyers,18,21.12154,0.013504,1.05612
8943a0223a3ffff,Potential Car Buyers,20,25.17297,0.016094,1.2587
8943a0223a3ffff,Potential Car Buyers,22,20.058463,0.012824,1.002964
8943a022507ffff,Families,0,16.800558,0.010537,0.839978
8943a022507ffff,Families,2,19.252961,0.012075,0.962591
8943a022507ffff,Families,4,14.863245,0.009322,0.743118
8943a022507ffff,Families,6,1.877685,0.000671,0.093884
8943a022507ffff,Families,8,2.486098,0.000888,0.124305
8943a022507ffff,Families,10,25.698414,0.01653,1.284921
8943a022507ffff,Families,12,33.077537,0.021276,1.653877
8943a022507ffff,Families,14,20.249114,0.012956,1.012415
8943a022507ffff,Families,16,29.451993,0.018845,1.47254
8943a022507ffff,Families,18,32.171334,0.020707,1.608567
8943a022507ffff,Families,20,27.993265,0.018018,1.399663
8943a022507ffff,Families,22,25.155801,0.016192,1.25779
8943a022507ffff,HNWI,0,19.04374,0.01216,0.952147
8943a022507ffff,HNWI,2,21.630905,0.013812,1.0815
8943a022507ffff,HNWI,4,22.579154,0.014417,1.12891
8943a022507ffff,HNWI,6,24.243092,0.01547,1.212207
8943a022507ffff,HNWI,8,25.817162,0.016475,1.290913
8943a022507ffff,HNWI,10,16.011301,0.01013,0.800606
8943a022507ffff,HNWI,12,22.50621,0.014239,1.125368
8943a022507ffff,HNWI,14,18.669847,0.01185,0.933492
8943a022507ffff,HNWI,16,22.681098,0.014396,1.134055
8943a022507ffff,HNWI,18,9.506657,0.00574,0.475333
8943a022507ffff,HNWI,20,11.846972,0.007153,0.592349
8943a022507ffff,HNWI,22,9.999143,0.006037,0.499957
8943a022507ffff,Potential Car Buyers,0,6.957663,0.003974,0.347883
8943a022507ffff,Potential Car Buyers,2,5.702645,0.003257,0.285132
8943a022507ffff,Potential Car Buyers,4,5.791164,0.003308,0.289558
8943a022507ffff,Potential Car Buyers,6,22.072152,0.014173,1.103648
8943a022507ffff,Potential Car Buyers,8,30.244342,0.01942,1.512273
8943a022507ffff,Potential Car Buyers,10,2.336709,0.00102,0.116835
8943a022507ffff,Potential Car Buyers,12,2.980688,0.001301,0.149034
8943a022507ffff,Potential Car Buyers,14,23.09877,0.014622,1.154938
8943a022507ffff,Potential Car Buyers,16,15.898842,0.010064,0.794942
8943a022507ffff,Potential Car Buyers,18,19.814755,0.012517,0.99079
8943a022507ffff,Potential Car Buyers,20,19.61872,0.012394,0.980987
8943a022507ffff,Potential Car Buyers,22,18.106642,0.011438,0.90538
8943a0228a3ffff,Families,0,17.873123,0.011188,0.893656
8943a0228a3ffff,Families,2,17.072922,0.010687,0.853646
8943a0228a3ffff,Families,4,16.679608,0.010441,0.83398
8943a0228a3ffff,Families,6,1.398314,0.000368,0.069958
8943a0228a3ffff,Families,8,1.901126,0.000501,0.095114
8943a0228a3ffff,Families,10,23.222084,0.014788,1.161052
8943a0228a3ffff,Families,12,19.535031,0.01244,0.976708
8943a0228a3ffff,Families,14,31.442343,0.020244,1.572117
8943a0228a3ffff,Families,16,24.958727,0.01607,1.247936
8943a0228a3ffff,Families,18,33.076445,0.021277,1.65388
8943a0228a3ffff,Families,20,28.791006,0.01852,1.439601
8943a0228a3ffff,Families,22,24.799585,0.015952,1.240023
8943a0228a3ffff,HNWI,0,25.64893,0.016337,1.282447
8943a0228a3ffff,HNWI,2,21.442529,0.013657,1.072126
8943a0228a3ffff,HNWI,4,23.318308,0.014852,1.165915
8943a0228a3ffff,HNWI,6,24.255651,0.015438,1.212783
8943a0228a3ffff,HNWI,8,17.787874,0.011322,0.889394
8943a0228a3ffff,HNWI,10,11.44056,0.007061,0.572028
8943a0228a3ffff,HNWI,12,12.448953,0.007683,0.622448
8943a0228a3ffff,HNWI,14,15.675646,0.009742,0.783836
8943a0228a3ffff,HNWI,16,16.994564,0.010561,0.849786
8943a0228a3ffff,HNWI,18,3.645449,0.001887,0.182313
8943a0228a3ffff,HNWI,20,5.024598,0.002601,0.251286
8943a0228a3ffff,HNWI,22,4.883638,0.002528,0.244237
8943a0228a3ffff,Potential Car Buyers,0,13.736646,0.00853,0.686879
8943a0228a3ffff,Potential Car Buyers,2,15.16587,0.009418,0.758346
8943a0228a3ffff,Potential Car Buyers,4,14.968962,0.009296,0.748499
8943a0228a3ffff,Potential Car Buyers,6,27.07516,0.017431,1.353758
8943a0228a3ffff,Potential Car Buyers,8,34.562746,0.022251,1.728137
8943a0228a3ffff,Potential Car Buyers,10,18.620883,0.011809,0.931044
8943a0228a3ffff,Potential Car Buyers,12,22.128025,0.014034,1.106401
8943a0228a3ffff,Potential Car Buyers,14,22.857435,0.01454,1.142924
8943a0228a3ffff,Potential Car Buyers,16,18.582349,0.01182,0.92916
8943a0228a3ffff,Potential Car Buyers,18,25.672127,0.016474,1.283606
8943a0228a3ffff,Potential Car Buyers,20,24.517656,0.015733,1.225883
8943a0228a3ffff,Potential Car Buyers,22,25.117416,0.016118,1.255871
8943a022a87ffff,Families,0,18.206681,0.0116,0.910334
8943a022a87ffff,Families,2,26.679693,0.016999,1.333985
8943a022a87ffff,Families,4,20.460753,0.013037,1.023038
8943a022a87ffff,Families,6,12.730901,0.00782,0.636595
8943a022a87ffff,Families,8,12.461471,0.007654,0.623123
8943a022a87ffff,Families,10,10.378341,0.006147,0.518975
8943a022a87ffff,Families,12,7.627139,0.004517,0.3814
8943a022a87ffff,Families,14,5.466073,0.002966,0.273304
8943a022a87ffff,Families,16,4.417596,0.002397,0.22088
8943a022a87ffff,Families,18,4.608074,0.00241,0.230453
8943a022a87ffff,Families,20,5.001972,0.002616,0.250153
8943a022a87ffff,Families,22,5.288708,0.002766,0.264493
8943a022a87ffff,HNWI,0,4.140278,0.002104,0.207014
8943a022a87ffff,HNWI,2,3.809979,0.001936,0.190499
8943a022a87ffff,HNWI,4,4.890796,0.002485,0.24454
8943a022a87ffff,HNWI,6,3.869895,0.001914,0.193495
8943a022a87ffff,HNWI,8,4.571551,0.002261,0.228578
8943a022a87ffff,HNWI,10,24.263596,0.015517,1.21318
8943a022a87ffff,HNWI,12,28.648228,0.018321,1.432411
8943a022a87ffff,HNWI,14,1.147077,0.000214,0.057312
8943a022a87ffff,HNWI,16,1.282906,0.00024,0.064099
8943a022a87ffff,HNWI,18,18.744943,0.01173,0.93719
8943a022a87ffff,HNWI,20,18.137573,0.01135,0.906823
8943a022a87ffff,HNWI,22,17.035648,0.01066,0.85173
8943a022a87ffff,Potential Car Buyers,0,27.138788,0.017387,1.356992
8943a022a87ffff,Potential Car Buyers,2,22.478328,0.014402,1.12396
8943a022a87ffff,Potential Car Buyers,4,28.186175,0.018058,1.409364
8943a022a87ffff,Potential Car Buyers,6,16.5934,0.010362,0.82967
8943a022a87ffff,Potential Car Buyers,8,16.159677,0.010091,0.807984
8943a022a87ffff,Potential Car Buyers,10,7.319747,0.0042,0.365987
8943a022a87ffff,Potential Car Buyers,12,8.382116,0.00481,0.419106
8943a022a87ffff,Potential Car Buyers,14,7.288977,0.004284,0.364492
8943a022a87ffff,Potential Car Buyers,16,8.109054,0.004766,0.405501
8943a022a87ffff,Potential Car Buyers,18,6.789005,0.003939,0.33945
8943a022a87ffff,Potential Car Buyers,20,8.922536,0.005177,0.446127
8943a022a87ffff,Potential Car Buyers,22,7.667341,0.004449,0.383367
8943a022aabffff,Families,0,21.560279,0.013639,1.078014
8943a022aabffff,Families,2,21.287863,0.013466,1.064393
8943a022aabffff,Families,4,20.019715,0.012664,1.000986
8943a022aabffff,Families,6,28.368657,0.018266,1.418481
8943a022aabffff,Families,8,33.672427,0.021681,1.683679
8943a022aabffff,Families,10,5.450951,0.002906,0.272548
8943a022aabffff,Families,12,4.598338,0.002451,0.229917
8943a022aabffff,Families,14,28.430314,0.018265,1.421516
8943a022aabffff,Families,16,25.185236,0.01618,1.259262
8943a022aabffff,Families,18,1.898121,0.00048,0.094847
8943a022aabffff,Families,20,1.566313,0.000396,0.078267
8943a022aabffff,Families,22,1.637672,0.000414,0.081833
8943a022aabffff,HNWI,0,12.744892,0.007904,0.637289
8943a022aabffff,HNWI,2,13.584363,0.008425,0.679266
8943a022aabffff,HNWI,4,11.788259,0.007311,0.589454
8943a022aabffff,HNWI,6,9.263705,0.00544,0.463241
8943a022aabffff,HNWI,8,7.494986,0.004401,0.374794
8943a022aabffff,HNWI,10,25.85115,0.016656,1.292601
8943a022aabffff,HNWI,12,30.106271,0.019398,1.505364
8943a022aabffff,HNWI,14,6.027321,0.003416,0.301366
8943a022aabffff,HNWI,16,6.679794,0.003786,0.33399
8943a022aabffff,HNWI,18,26.92099,0.017269,1.34605
8943a022aabffff,HNWI,20,29.007962,0.018607,1.450398
8943a022aabffff,HNWI,22,21.905022,0.014051,1.095251
8943a022aabffff,Potential Car Buyers,0,14.495902,0.008869,0.724855
8943a022aabffff,Potential Car Buyers,2,10.594172,0.006482,0.529752
8943a022aabffff,Potential Car Buyers,4,12.4413,0.007612,0.622116
8943a022aabffff,Potential Car Buyers,6,23.898388,0.015352,1.194919
8943a022aabffff,Potential Car Buyers,8,25.240812,0.016215,1.262041
8943a022aabffff,Potential Car Buyers,10,7.448139,0.00435,0.372453
8943a022aabffff,Potential Car Buyers,12,9.046579,0.005283,0.452385
8943a022aabffff,Potential Car Buyers,14,26.080188,0.016691,1.303957
8943a022aabffff,Potential Car Buyers,16,26.113619,0.016712,1.305629
8943a022aabffff,Potential Car Buyers,18,32.34974,0.020845,1.617487
8943a022aabffff,Potential Car Buyers,20,24.471339,0.015768,1.223567
8943a022aabffff,Potential Car Buyers,22,33.823342,0.021794,1.691167
8943a022acfffff,Families,0,23.348947,0.014914,1.167447
8943a022acfffff,Families,2,26.311078,0.016806,1.315554
8943a022acfffff,Families,4,27.380868,0.017489,1.369043
8943a022acfffff,Families,6,21.191836,0.013528,1.059592
8943a022acfffff,Families,8,27.414992,0.0175,1.37075
8943a022acfffff,Families,10,15.007213,0.009335,0.750361
8943a022acfffff,Families,12,17.323804,0.010776,0.86619
8943a022acfffff,Families,14,5.797254,0.003285,0.289863
8943a022acfffff,Families,16,6.260517,0.003548,0.313026
8943a022acfffff,Families,18,5.863,0.00325,0.293101
8943a022acfffff,Families,20,5.978202,0.003314,0.29886
8943a022acfffff,Families,22,6.718755,0.003724,0.335881
8943a022acfffff,HNWI,0,12.866591,0.008007,0.643372
8943a022acfffff,HNWI,2,13.562594,0.00844,0.678175
8943a022acfffff,HNWI,4,13.463959,0.008379,0.673243
8943a022acfffff,HNWI,6,5.374842,0.00289,0.268742
8943a022acfffff,HNWI,8,4.362894,0.002346,0.218145
8943a022acfffff,HNWI,10,23.032745,0.014623,1.151637
8943a022acfffff,HNWI,12,19.901408,0.012635,0.99507
8943a022acfffff,HNWI,14,26.820477,0.017239,1.341072
8943a022acfffff,HNWI,16,24.060953,0.015465,1.203091
8943a022acfffff,HNWI,18,30.038576,0.019288,1.501929
8943a022acfffff,HNWI,20,29.562263,0.018982,1.478113
8943a022acfffff,HNWI,22,26.35027,0.016919,1.317513
8943a022acfffff,Potential Car Buyers,0,22.478005,0.014307,1.123951
8943a022acfffff,Potential Car Buyers,2,20.67281,0.013158,1.033687
8943a022acfffff,Potential Car Buyers,4,21.100612,0.01343,1.055078
8943a022acfffff,Potential Car Buyers,6,17.934289,0.011407,0.896756
8943a022acfffff,Potential Car Buyers,8,23.827844,0.015155,1.191447
8943a022acfffff,Potential Car Buyers,10,21.083449,0.013275,1.054231
8943a022acfffff,Potential Car Buyers,12,16.487174,0.010381,0.824405
8943a022acfffff,Potential Car Buyers,14,5.636026,0.002988,0.281859
8943a022acfffff,Potential Car Buyers,16,5.029322,0.002667,0.251518
8943a022acfffff,Potential Car Buyers,18,4.136126,0.002093,0.206806
8943a022acfffff,Potential Car Buyers,20,3.366254,0.001703,0.168313
8943a022acfffff,Potential Car Buyers,22,4.773018,0.002415,0.238651
8943a022c0fffff,Families,0,7.385138,0.004331,0.369212
8943a022c0fffff,Families,2,7.095045,0.004161,0.35471
8943a022c0fffff,Families,4,9.004779,0.005281,0.450185
8943a022c0fffff,Families,6,2.766564,0.001064,0.13827
8943a022c0fffff,Families,8,2.18533,0.00084,0.10922
8943a022c0fffff,Families,10,26.228105,0.016751,1.31146
8943a022c0fffff,Families,12,27.148368,0.017338,1.357476
8943a022c0fffff,Families,14,21.024199,0.013457,1.05121
8943a022c0fffff,Families,16,29.204503,0.018693,1.460225
8943a022c0fffff,Families,18,23.384781,0.014826,1.169239
8943a022c0fffff,Families,20,17.955581,0.011384,0.897779
8943a022c0fffff,Families,22,20.724815,0.01314,1.036241
8943a022c0fffff,HNWI,0,20.663237,0.013199,1.033162
8943a022c0fffff,HNWI,2,27.127627,0.017328,1.356381
8943a022c0fffff,HNWI,4,19.738424,0.012608,0.986921
8943a022c0fffff,HNWI,6,26.05171,0.016631,1.302586
8943a022c0fffff,HNWI,8,22.312793,0.014244,1.11564
8943a022c0fffff,HNWI,10,18.620299,0.011787,0.931015
8943a022c0fffff,HNWI,12,17.658397,0.011178,0.88292
8943a022c0fffff,HNWI,14,5.395543,0.003059,0.269777
8943a022c0fffff,HNWI,16,5.660247,0.003209,0.283012
8943a022c0fffff,HNWI,18,6.323838,0.003507,0.316245
8943a022c0fffff,HNWI,20,6.486621,0.003598,0.324386
8943a022c0fffff,HNWI,22,5.335137,0.002959,0.266802
8943a022c0fffff,Potential Car Buyers,0,23.075224,0.014821,1.153761
8943a022c0fffff,Potential Car Buyers,2,31.48859,0.020224,1.574429
8943a022c0fffff,Potential Car Buyers,4,24.280993,0.015595,1.21405
8943a022c0fffff,Potential Car Buyers,6,20.644056,0.012974,1.032262
8943a022c0fffff,Potential Car Buyers,8,16.967858,0.010664,0.848442
8943a022c0fffff,Potential Car Buyers,10,16.202545,0.010013,0.810186
8943a022c0fffff,Potential Car Buyers,12,14.192122,0.008771,0.709658
8943a022c0fffff,Potential Car Buyers,14,11.999358,0.007209,0.599968
8943a022c0fffff,Potential Car Buyers,16,8.890164,0.005341,0.444508
8943a022c0fffff,Potential Car Buyers,18,9.1406,0.005444,0.456981
8943a022c0fffff,Potential Car Buyers,20,9.256657,0.005513,0.462783
8943a022c0fffff,Potential Car Buyers,22,8.580078,0.00511,0.428958
8943a022cc3ffff,Families,0,16.116647,0.010026,0.805832
8943a022cc3ffff,Families,2,12.60247,0.00784,0.630123
8943a022cc3ffff,Families,4,14.923015,0.009283,0.746151
8943a022cc3ffff,Families,6,10.512976,0.006229,0.525649
8943a022cc3ffff,Families,8,10.111839,0.005992,0.505592
8943a022cc3ffff,Families,10,4.880636,0.002633,0.244032
8943a022cc3ffff,Families,12,6.121977,0.003302,0.306099
8943a022cc3ffff,Families,14,1.719764,0.000453,0.08604
8943a022cc3ffff,Families,16,1.697509,0.000447,0.084927
8943a022cc3ffff,Families,18,11.060222,0.006727,0.553011
8943a022cc3ffff,Families,20,12.113896,0.007367,0.605695
8943a022cc3ffff,Families,22,10.822494,0.006582,0.541125
8943a022cc3ffff,HNWI,0,33.666265,0.021709,1.683368
8943a022cc3ffff,HNWI,2,32.760979,0.021125,1.638103
8943a022cc3ffff,HNWI,4,35.795058,0.023082,1.789812
8943a022cc3ffff,HNWI,6,30.450399,0.019628,1.522469
8943a022cc3ffff,HNWI,8,27.636708,0.017814,1.38179
8943a022cc3ffff,HNWI,10,31.619686,0.020283,1.580924
8943a022cc3ffff,HNWI,12,21.698454,0.013919,1.084882
8943a022cc3ffff,HNWI,14,15.024147,0.009264,0.751264
8943a022cc3ffff,HNWI,16,11.282106,0.006957,0.564148
8943a022cc3ffff,HNWI,18,12.206747,0.007491,0.610337
8943a022cc3ffff,HNWI,20,13.461565,0.008261,0.673078
8943a022cc3ffff,HNWI,22,13.694339,0.008404,0.684717
8943a022cc3ffff,Potential Car Buyers,0,18.460034,0.011746,0.923002
8943a022cc3ffff,Potential Car Buyers,2,20.248496,0.012884,1.012425
8943a022cc3ffff,Potential Car Buyers,4,24.116085,0.015344,1.205804
8943a022cc3ffff,Potential Car Buyers,6,11.489444,0.007025,0.57452
8943a022cc3ffff,Potential Car Buyers,8,12.172743,0.007443,0.608688
8943a022cc3ffff,Potential Car Buyers,10,4.097683,0.001941,0.204825
8943a022cc3ffff,Potential Car Buyers,12,3.038295,0.001439,0.151871
8943a022cc3ffff,Potential Car Buyers,14,4.359062,0.002291,0.217953
8943a022cc3ffff,Potential Car Buyers,16,3.991515,0.002098,0.199576
8943a022cc3ffff,Potential Car Buyers,18,3.552428,0.001775,0.177577
8943a022cc3ffff,Potential Car Buyers,20,4.430403,0.002214,0.221465
8943a022cc3ffff,Potential Car Buyers,22,3.909245,0.001953,0.195413
8943a022e1bffff,Families,0,15.054615,0.009299,0.752786
8943a022e1bffff,Families,2,12.013357,0.007421,0.600712
8943a022e1bffff,Families,4,13.99873,0.008647,0.699988
8943a022e1bffff,Families,6,4.117819,0.002012,0.205891
8943a022e1bffff,Families,8,2.998626,0.001465,0.149931
8943a022e1bffff,Families,10,24.263172,0.015637,1.213159
8943a022e1bffff,Families,12,27.817113,0.017927,1.390856
8943a022e1bffff,Families,14,28.699128,0.018409,1.435011
8943a022e1bffff,Families,16,26.720979,0.01714,1.3361
8943a022e1bffff,Families,18,23.926304,0.01533,1.196315
8943a022e1bffff,Families,20,27.379188,0.017543,1.368959
8943a022e1bffff,Families,22,22.716126,0.014555,1.135806
8943a022e1bffff,HNWI,0,21.526656,0.013783,1.07629
8943a022e1bffff,HNWI,2,21.694735,0.013891,1.084694
8943a022e1bffff,HNWI,4,29.696126,0.019014,1.484747
8943a022e1bffff,HNWI,6,29.445304,0.018843,1.472324
8943a022e1bffff,HNWI,8,29.469215,0.018859,1.47352
8943a022e1bffff,HNWI,10,15.276181,0.00953,0.763858
8943a022e1bffff,HNWI,12,16.178803,0.010093,0.808992
8943a022e1bffff,HNWI,14,22.673359,0.014443,1.133668
8943a022e1bffff,HNWI,16,20.429862,0.013013,1.021493
8943a022e1bffff,HNWI,18,6.456379,0.003717,0.322819
8943a022e1bffff,HNWI,20,8.319761,0.00479,0.415988
8943a022e1bffff,HNWI,22,7.596596,0.004373,0.37983
8943a022e1bffff,Potential Car Buyers,0,7.583891,0.004466,0.379195
8943a022e1bffff,Potential Car Buyers,2,9.806733,0.005775,0.490337
8943a022e1bffff,Potential Car Buyers,4,8.213722,0.004837,0.410686
8943a022e1bffff,Potential Car Buyers,6,26.014783,0.01674,1.300694
8943a022e1bffff,Potential Car Buyers,8,26.455886,0.017024,1.322748
8943a022e1bffff,Potential Car Buyers,10,26.438257,0.017016,1.321913
